type,title,content
faq,How do I go about 73.	is it compulsory for the parties to appear in person during a hearing in permanent lok adalat for public utility services??,"Yes.  The appearance of the parties in person is necessary at the time of conducting conciliation proceedings between the parties, but they may not be required to appear in person at the time of filing of applications for taking cognizance of case by Permanent Lok Adalat."
faq,Can a woman get free legal aid?,"Yes, all women are entitled to free legal aid regardless of income."
faq,I want to understand 69.	whether permanent lok adalats for public utility services can dispose of criminal cases?,"Yes, Permanent Lok Adalats for Public Utility Services have jurisdiction in respect of matters relating to an offence, which are compoundable under any law."
faq,Help me know about: 10. Does one have to pay any charge/fee for acquiring or submitting an application form for free legal aid?,"No, there is absolutely no charge for getting or submitting an application form for free legal aid."
faq,Please explain: 81.	What is the difference between a Regular Lok Adalat and a Permanent Lok Adalat for Public Utility Services?,"The main difference between these two Lok Adalats is when one of the parties to a dispute, pending before any Court and referred to the Regular Lok Adalat or a pre-litigation case, does not agree, the other party will be advised to pursue his remedies by approaching Civil Court/ Appropriate Forum, but in the Permanent Lok Adalat for Public Utility Services, even if one of the parties fail to reach an agreement during conciliation proceedings, it may decide the dispute on merits under Section 22-C (8) of the Legal Services Authorities Act, 1987 and such a decision shall be final and binding on all the parties thereto and on persons claiming under them under Section 22-E (1) of the Legal Services Authorities Act, 1987 and shall not be called in question in any original suit, application or execution proceeding as per Section 22-E(4)of the Act."
faq,What should I do for: 73.	is it compulsory for the parties to appear in person during a hearing in permanent lok adalat for public utility services??,"Yes.  The appearance of the parties in person is necessary at the time of conducting conciliation proceedings between the parties, but they may not be required to appear in person at the time of filing of applications for taking cognizance of case by Permanent Lok Adalat."
faq,I want to understand 58.	can one appeal if the application for free legal services is rejected?,"According to Regulation 7(5) of the National Legal Services Authority (Free and Competent Legal Services) Regulations 2010, the application for legal services will be scrutinized by the Member-Secretary or the Secretary and if any individual is aggrieved by the decision made upon their application, he/she has an option to appeal to the Executive Chairman or Chairman of the Legal Services Institution and the decision resulting from the appeal would be a final one."
faq,What are the steps involved in 41.	who provides legal aid??,"Legal aid providers include Panel Lawyers, Legal Aid Defence Counsels and Paralegal Volunteers, who are empanelled with the Legal Services Institutions. These persons are neither government lawyers/ agents or public servants."
faq,Can you help me with: 51.	Can Legal Services Institutions assist in cases of wrongful incarceration or miscarriage of justice??,"Yes, Legal Services Institutions can offer legal aid to individuals facing wrongful incarceration, striving to rectify miscarriages of justice through proper legal representation. The concerned Legal Services Institution identify such persons who are wrongly incarcerated and then assist them to file appropriate applications before the concerned court or board."
faq,What should I do for: 5. what are the high court legal services committees? what are their roles and responsibilities??,"Section 8A of the Legal Services Authorities Act, 1987, provides that the SLSA shall constitute a Committee to be called the High Court Legal Services Committee (HCLSC) for every High Court, for the purpose of exercising such powers and performing such functions as may be determined by Regulations made by the State Authority. It is headed by a sitting Judge of the concerned High Court, as the Chairman. HCLSCs have been established to provide free and competent legal services to weaker sections of the society who wish to file or defend a case in the concerned High Court of a State."
faq,Can you help me with: 4. What are the District Legal Services Authorities and the Taluka Legal Services Committees? What are their roles and responsibilities??,"Section 9 of the Legal Services Authorities Act, 1987, provides for the constitution of the District Legal Services Authorities (DLSAs) by the State Government, in consultation with the Chief Justice of the High Court, for every District in the State, to exercise the powers and perform the functions conferred on, or assigned to, the DLSA under Sections 10 and 11 of the Legal Services Authorities Act, 1987. The DLSA is headed by the District & Sessions Judge of the respective district as the Chairman, DLSA.Similarly, Section 11A of the Legal Services Authorities Act, 1987, provides for the constitution of the Taluka Legal Services Committees (TLSC) by the State Authority for each Taluka or mandal or for a group of Talukas or mandals, to exercise the powers and perform the functions conferred on, or assigned to them, under Section 11B of the Legal Services Authorities Act, 1987. The TLSC is headed by the senior Civil Judge operating within its jurisdiction as the ex-officio Chairman.As per Sections 10 and 11 of the Legal Services Authorities Act, 1987, it shall be the duty of every DLSA to perform such of the functions of the State Authority in the District as may be delegated to it from time to time by the State Authority. The DLSA may perform all or any of the following functions, namely:Coordinate the activities of the TLSC and other legal services in the District;Organize Lok Adalats within the District;Perform such other functions as the State Authority may fix by regulations.The DLSAs are expected to act in coordination with other agencies and be subject to directions given by the NALSA, for promoting the cause of legal services to the poor.As per Section 11B of the Legal Services Authorities Act, 1987, it shall be the duty of every TLSC to:Co-ordinate the activities of legal services in the Taluka;Organize Lok Adalats within the Taluka; andPerform such other functions as the DLSA may assign to it."
faq,Where can I get help if I'm a crime victim?,You can approach the DLSA or police to get immediate help and legal support.
faq,Legal guidance needed: 78.	Whether the Award passed by the Permanent Lok Adalat (Public Utility Sevices) is final or appealable?,"Every award of the Permanent Lok Adalat made either on merit or in terms of a settlement agreement, shall be final and binding on all the parties thereto and on persons claiming under it as per Section 22-E (1) of the Legal Services Authorities Act, 1987 and shall not be called in question in any original suit, application or execution proceeding as per Section 22-E (4) of the Legal Services Authorities Act, 1987."
faq,Legal guidance needed: 84.	How does NALSA and other Legal Services Institutions promote legal literacy among marginalized communities?,They do so by organizing legal literacy camps and programs to empower marginalized communities with knowledge about their legal rights and responsibilities.
faq,21. Are Senior Citizens eligible for free legal aid?,"Senior citizens’ eligibility for free legal aid depends on the rules framed by the respective State Governments in this regard. In Delhi for example, senior citizens are eligible for free legal aid subject to prescribed ceiling of annual income for senior citizens i.e. Rs. 4 lacs per annum. One may look into the specific State regulations on legal services to check eligibility."
faq,"Please explain: 14. Can one get free legal consultation only, even if one does not want to pursue a proper case in the courts?","Yes, it is possible to get legal consultation only (which is covered under “legal advice and assistance”)."
faq,What should I do for: 3. what are the state legal services authorities? what are their roles and responsibilities??,"A State Legal Services Authority (SLSA) is constituted for every State/Union Territory under Section 6 of the Legal Services Authorities Act, 1987. The SLSA is headed by the Chief Justice of the High Court of the respective State, as its Patron-in-Chief. SLSAs give effect to the policy and directions of NALSA, and are assigned the following functions under Section 7 of the Legal Services Authorities Act, 1987:Give legal service to persons who satisfy the criteria laid down under Section 12 of the Legal Services Authorities Act, 1987;Conduct Lok Adalats, including Lok Adalats for High Court cases;Undertake preventive and strategic legal aid programmes; andPerform such other functions as the State Authority may, in consultation with NALSA, fix by Regulations."
faq,What is Section 498A?,It protects women from cruelty by husband or relatives under Indian Penal Code.
faq,24. Is an Industrial Workman eligible for free legal aid?,"Yes. Section 12 of the Legal Services Authorities Act, 1987 provides for the same."
faq,Legal guidance needed: 49.	Do Legal Services help with legal issues related to land and property disputes?,"NALSA helps individuals access legal aid through different Legal Services Institution such as SLSAs/DLSAs, if they meet the eligibility criteria under Section 12 and 13 of the Legal Services Authorities Act, 1987. It encourages individuals to resolve their land and property related disputes through Alternative Dispute Resolution mechanisms (Lok Adalat and Mediation)."
faq,Can you help me with: 78.	Whether the Award passed by the Permanent Lok Adalat (Public Utility Sevices) is final or appealable??,"Every award of the Permanent Lok Adalat made either on merit or in terms of a settlement agreement, shall be final and binding on all the parties thereto and on persons claiming under it as per Section 22-E (1) of the Legal Services Authorities Act, 1987 and shall not be called in question in any original suit, application or execution proceeding as per Section 22-E (4) of the Legal Services Authorities Act, 1987."
faq,Help me know about: 38. Is a victim or a complainant who is aggrieved by an order of a court entitled to grant of free legal aid?,"Yes, if he meets the eligibility criteria of Section 12 of the Legal Services Authorities Act, 1987."
faq,Help me know about: 29. Does NALSA have any specific schemes for different categories of legal aid beneficiaries?,"Yes. NALSA has several Preventive & Strategic Legal Services Schemes, the compendium of which is available at https://nalsa.gov.in/acts-rules/preventive-strategic-legal-services-schemes . The list of schemes is as under:NALSA (Legal Services to Disaster Victims through Legal Services Authorities) Scheme, 2010;NALSA (Victims of Trafficking and Commercial Sexual Exploitation) Scheme, 2015;NALSA (Legal Services to the Workers in the Unorganised Sector) Scheme, 2015;NALSA (Child Friendly Legal Services to Children and their Protection) Scheme, 2015;NALSA (Legal Services to the Mentally Ill and Mentally Disabled Persons) Scheme, 2015;NALSA (Effective Implementation of Poverty Alleviation) Scheme, 2015;NALSA (Protection and Enforcement of Tribal Rights) Scheme, 2015;NALSA (Legal Services to the Victims of Drug Abuse and Eradication of Drug Menace) Scheme, 2015;NALSA (Legal Services to Senior Citizens) Scheme, 2016;NALSA (Legal Services to Victims of Acid Attacks) Scheme, 2016;NALSA’s Compensation Scheme for Women Victims/Survivors of Sexual Assault/other Crimes, 2018;Early Access to Justice at Pre-Arrest, Arrest and Remand Stag"
faq,Help me know about: 42.	Who are Panel Lawyers?,Panel lawyers are lawyers who are empanelled with the Legal Services Institutions for a fixed tenure. They provide legal representation for the concerned Legal Services Institutions but are permitted to provide representation on private legal cases too.
faq,Please explain: 68.	What is a ‘Public Utility Service’?,"A ‘Public Utility Service’, as defined by Section 22-A(b) of the Legal Services Authorities Act, 1987, means any-Transport service for the carriage of passengers or goods by air, road or water; orPostal, telegraph or telephone service; orsupply of power, light or water to the public by any establishment; orSystem of public conservancy or sanitation; orService in hospital or dispensary; orinsurance service; orEducation or educational institutions;Housing and real-estate services and includes any service which the Central Government or the State Government, as the case may be, may, in the public interest, by notification declare to be a public utility service for the purpose of Chapter VI-A of the Act."
faq,"What is the procedure for: 40. can a person who is abroad but has a case to file or defend in india, get legal aid??","Yes, such a person may apply for legal aid through email or LSMS Portal, provided he/ she meets the criteria under Section 12 and 13 of the Legal Services Authorities Act, 1987."
faq,Can you help me with: 60.	When can legal aid be denied or withdrawn??,"Legal Aid can be denied at the initial stage before the application for legal aid is accepted. It can also be withdrawn at the later stage after the application has been accepted and legal aid has been provided. Legal aid can be denied or withdrawn in the following circumstances:Legal aid can be denied if a person is found ineligible under Section 12 of the Legal Services Authorities Act, 1987;Legal aid can be withdrawn if the aided person who applied under the income category is found to possess sufficient means;Legal aid can be withdrawn where the aided person obtained legal services by misrepresentation or fraud;Legal aid can be withdrawn where the aided person does not cooperate with the Legal Services Institution or with the Legal Services Advocate;Legal aid can be withdrawn where the person engages a legal practitioner other than the one assigned by the Legal Services Institution;Legal aid can be withdrawn in the event of death of the aided person except in the case of civil proceedings where the right or liability survives;Legal aid can be withdrawn where the application for legal service or the matter in question is found to be an abuse of the process of law or of legal services.Regulation 6 of the National Legal Services Authority (Free And Competent Legal Services) Regulations, 2010 provides that the applicant shall be informed that if free legal services have been obtained by furnishing incorrect or false information or in a fraudulent manner, the legal services shall be stopped forthwith and that the expenses incurred by the Legal Services Institutions shall be recoverable from him or her."
faq,Help me know about: 50.	Can Legal Services Institutions assist in matters related to consumer rights and disputes?,Yes. One can approach the nearest Legal Services Institution for such cases through the standard procedure of applying for legal aid.
faq,"Help me know about: 14. Can one get free legal consultation only, even if one does not want to pursue a proper case in the courts?","Yes, it is possible to get legal consultation only (which is covered under “legal advice and assistance”)."
faq,Can you help me with: 7. What are legal services? What is included in free legal aid provided by the Legal Services Institutions? What is the nature of free legal services??,"According to Section 2(c) of the Act, “legal services” includes any service in the conduct of any case or other legal proceeding before any court or other authority or tribunal and the giving of advice on any legal matter. It includes free legal services in civil and criminal matters for those poor and marginalized people who cannot afford the services of a lawyer for the conduct of a case or a legal proceeding in any Court, Tribunal or Authority. Provision of free legal aid may include:Representation by an Advocate in legal proceedings;Payment of process fees, expenses of witnesses and all other charges (charges such as court fees, stamp duty etc.) payable or incurred in connection with any legal proceedings in appropriate cases (provided that Court Fees will be payable only after an application moved before the concerned Court for suing as an indigent has been disposed of and orders of the Court obtained thereon);Preparation of pleadings, memo of appeal, paper book including printing and translation of documents in legal proceedings;Drafting of legal documents, special leave petition etc.;Supply of certified copies of judgments, orders, notes of evidence and other documents in legal proceedings.Free Legal Services also include provision of aid and advice to the beneficiaries to access the benefits under the welfare statutes and schemes framed by the Central Government or the State Government and to ensure access to justice in any other manner."
faq,What is the procedure for: 48.	how can legal services institutions assist victims of domestic violence??,"A victim of domestic violence can file an application for free legal aid in her nearest Legal Services Institution. She can also seek compensation under the NALSA’s Compensation Scheme for Women Victims/Survivors of Sexual Assault/Other Crimes – 2018. The concerned Legal Services Institution can assist such a woman in filing court cases. Such a woman can also be provided counselling services. Further, the Legal Services Institution can also collaborate with various NGOs, Women Cells etc. which can then provide specialised assistance in such cases."
faq,What should I do for: 65.	what are the kinds of cases can be taken up in a lok adalat??,"The following types of cases can be settled in the Lok Adalats:Any case of civil nature andCompoundable criminal cases.One can approach the Lok Adalat even at the pre-litigation stage (i.e. before a case is filed in the Court of law). If a case falling under the above category is pending in the Court, the concerned party may request the Court to have the matter referred to the Lok Adalat.However, matters relating to divorce and criminal cases which are non-compoundable under the Code of Criminal Procedure cannot be referred to the Lok Adalat."
faq,Help me know about: 13. Can one choose a lawyer of his choice while availing free legal aid?,"It is possible to avail the services of a lawyer of one’s choice from the Panel of lawyers empanelled with the Legal Services Institution concerned. According to Regulation 7(6) of the National Legal Services Authority (Free and Competent Legal Services) Regulations 2010, the application for legal services will be scrutinized by the Member-Secretary or the Secretary and if the applicant has mentioned/expressed his/her choice of a lawyer on the panel, such Member-Secretary or Secretary can consider and allow the same. However, it is not mandatory to permit the same."
faq,How do I get bail in India?,You must apply for bail through your advocate. Courts may grant bail based on the severity of the offense.
faq,53.	Can Legal Services Institutions assist individuals facing discrimination based on caste or religion?,"Under Section 12 (a) of the Legal Services Authorities Act, 1987, a member of a Scheduled Caste or Scheduled Tribe is entitled to seek free legal aid. Such persons can approach their nearest Legal Services Institution or visit Legal Services Clinics to avail free legal aid."
faq,Help me know about: 84.	How does NALSA and other Legal Services Institutions promote legal literacy among marginalized communities?,They do so by organizing legal literacy camps and programs to empower marginalized communities with knowledge about their legal rights and responsibilities.
faq,What is the process for filing a charge sheet?,The police prepare a charge sheet after completing the investigation and submit it to the court.
faq,Please explain: 7. What are legal services? What is included in free legal aid provided by the Legal Services Institutions? What is the nature of free legal services?,"According to Section 2(c) of the Act, “legal services” includes any service in the conduct of any case or other legal proceeding before any court or other authority or tribunal and the giving of advice on any legal matter. It includes free legal services in civil and criminal matters for those poor and marginalized people who cannot afford the services of a lawyer for the conduct of a case or a legal proceeding in any Court, Tribunal or Authority. Provision of free legal aid may include:Representation by an Advocate in legal proceedings;Payment of process fees, expenses of witnesses and all other charges (charges such as court fees, stamp duty etc.) payable or incurred in connection with any legal proceedings in appropriate cases (provided that Court Fees will be payable only after an application moved before the concerned Court for suing as an indigent has been disposed of and orders of the Court obtained thereon);Preparation of pleadings, memo of appeal, paper book including printing and translation of documents in legal proceedings;Drafting of legal documents, special leave petition etc.;Supply of certified copies of judgments, orders, notes of evidence and other documents in legal proceedings.Free Legal Services also include provision of aid and advice to the beneficiaries to access the benefits under the welfare statutes and schemes framed by the Central Government or the State Government and to ensure access to justice in any other manner."
faq,Can you help me with: 82.	What is Mediation??,"Mediation is a non-binding negotiation process in which a neutral third person facilitates the parties to the dispute in arriving at a mutually acceptable settlement. The process is informal where the outcome of the dispute is controlled by the parties themselves. The entire process is confidential. Civil cases, matrimonial and family disputes are best suited for mediation."
faq,Please explain: 2. What is the role and function of NALSA?,"As per Section 4 of the Legal Services Authorities Act, 1987, NALSA has been assigned to perform all or any of the following functions:Laying down policies and principles for making legal services available under the provisions of the Legal Services Authorities Act, 1987;Framing the most effective and economical schemes for the purpose of making legal services available under the provisions of the Legal Services Authorities Act, 1987;Utilizing the funds at its disposal and making appropriate allocations of funds to the State Authorities and District Authorities;Taking necessary steps by way of social justice litigation with regard to consumer protection, environmental protection, or any other matter of special concern to the weaker sections of the society and for this purpose, give training to social workers in legal skills;Organizing legal aid camps, especially in rural areas, slums, or labor colonies with the dual purpose of educating the weaker sections of the society as to their rights as well as encouraging the settlement of disputes through Lok Adalats;Encouraging the settlement of disputes by way of negotiation, arbitration, and conciliation;Undertaking and promoting research in the field of legal services with special reference to the need for such services among the poor;Doing all things necessary for the purpose of ensuring commitment to the Fundamental Duties of citizens under Part IVA of the Constitution;Monitoring and evaluating implementation of the legal aid programmes at periodic intervals and providing independent evaluation of programmes and schemes implemented in whole or in part by funds provided under this Act;Providing grants-in-aid for specific schemes to various voluntary social service institutions and the State and District Authorities, from out of the amounts placed at its disposal for the implementation of the legal services schemes under the provisions of this Legal Services Authorities Act, 1987;Developing, in consultation with the Bar Council of India, programmes for clinical legal education and promoting guidance and supervising the establishment and working of legal services clinics in universities, law colleges, and other institutions;Taking appropriate measures for spreading legal literacy and legal awareness amongst the people and, in particular, to educate weaker sections of the society about the rights, benefits, and privileges guaranteed by social welfare legislations and other enactments as well as administrative programmes and measures;Making special efforts to enlist the support of voluntary social welfare institutions working at the grassroots level, particularly among the Scheduled Castes and the Scheduled Tribes, women, and rural and urban labor; andCoordinating and monitoring the functioning of State Authorities, District Authorities, Supreme Court Legal Services Committee, High Court Legal Services Committees, Taluka Legal Services Committees and voluntary social service institutions and other legal services organizations and give general directions for the proper implementation of the legal services programs.As per Section 5 of the Legal Services Authorities Act, 1987, NALSA has also been entrusted with the duty to work in coordination with other agencies for the purposes of providing access to justice to the marginalized sections of the society."
faq,"What are the steps involved in 16. who is eligible to seek legal aid from the legal services institutions under the legal services authorities act, 1987? what kind of cases can one apply free legal aid for??","As per Section 12 of the Legal Services Authorities Act, 1987, every person who has to file or defend a case shall be entitled to legal services under the Act if that person is–A member of a Scheduled Caste or Scheduled Tribe (on producing a certificate in this regard);A victim of trafficking in human beings or begar as referred to in Article 23 of the Constitution of India 1950;A woman or a child;A person with disability as defined in legislations dealing with rights of persons with disabilities;A person under circumstances of underserved want such as being a victim of a mass disaster, ethnic, violence, caste atrocity, flood, drought, earthquake or industrial disaster;An industrial workman;A person in custody, including custody in a protective home within the meaning of clause (g) of Section 2 of the Immoral Traffic (Prevention) Act, 1956 (104 of 1956), or in an observation home, special home, place of safety, children’s home under the juvenile justice laws, or in a psychiatric hospital or psychiatric nursing home under the Mental Healthcare legislations; orPerson in receipt of annual income less than Rs. 03 lakh or such other higher amount as may be prescribed by the State Government, if the case is before a court other than the Supreme Court, and less than rupees twelve thousand or such other higher amount as may be prescribed by the Central Government if the case is before the Supreme Court.In addition to these categories, any person falling within criteria specially created by the State- specific Legal Aid Regulations may also get free legal aid. (SEE QUESTION NO. 30.)NALSA also has come up with specific schemes for providing free legal services to its targeted beneficiaries. The schemes are available at https://nalsa.gov.in/acts-rules/preventive-strategic-legal-services-schemesAccording to Section 13 (1) of the Legal Services Authorities Act, 1987, any individual who satisfies any criteria under Section 12 is entitled to receive legal services, provided that the concerned Legal Services Institution is satisfied that such person has a genuine case to prosecute or defend the matter. There is hence, no bar as to which kind of cases one can apply and not apply for. All kinds of cases are included as long as the individual satisfies the eligibility under Section 12 of the Legal Services Authorities Act, 1987."
faq,5. What are the High Court Legal Services Committees? What are their roles and responsibilities?,"Section 8A of the Legal Services Authorities Act, 1987, provides that the SLSA shall constitute a Committee to be called the High Court Legal Services Committee (HCLSC) for every High Court, for the purpose of exercising such powers and performing such functions as may be determined by Regulations made by the State Authority. It is headed by a sitting Judge of the concerned High Court, as the Chairman. HCLSCs have been established to provide free and competent legal services to weaker sections of the society who wish to file or defend a case in the concerned High Court of a State."
faq,Can you help me with: 50.	Can Legal Services Institutions assist in matters related to consumer rights and disputes??,Yes. One can approach the nearest Legal Services Institution for such cases through the standard procedure of applying for legal aid.
faq,Legal guidance needed: 38. Is a victim or a complainant who is aggrieved by an order of a court entitled to grant of free legal aid?,"Yes, if he meets the eligibility criteria of Section 12 of the Legal Services Authorities Act, 1987."
faq,What should I do for: 19. how can a child apply for grant of free legal aid??,A child can apply for legal aid through his parents/ legal guardian.
faq,I want to understand 77.	what procedure is adopted by the permanent lok adalat (public utility services) while conducting conciliation proceedings or deciding a dispute on merit.,"Permanent Lok Adalat shall be guided by the principles of natural justice, objectivity, fair play, equity and other principles of justice as per Section 22-D of the Legal Services Authorities Act, 1987."
faq,What are the steps involved in 22. is a person with mental illness eligible for grant of free legal aid??,"Yes. Section 12 (d) of the Legal Services Authorities Act, 1987, provides for the same."
faq,What is the process for filing a charge sheet?,The police prepare a charge sheet after completing the investigation and submit it to the court.
faq,What is the procedure for: 80.	whether the award passed by the permanent lok adalat (public utility services) is deemed to be a decree of a civil court ??,"Yes, the Award passed by the Permanent Lok Adalat (Public Utility Services) shall be deemed to be a decree of a civil court and executable as if it were a decree made by that court."
faq,Can you help me with: 6. What is the Supreme Court Legal Services Committee? What is its role and responsibility??,"The Supreme Court Legal Services Committee (SCLSC) is constituted under Section 3A of the Legal Services Authorities Act, 1987, to provide free and competent legal services to those who fall within the purview of Section 12 of the Legal Services Authorities Act, 1987, in cases that fall under the jurisdiction of the Supreme Court of India."
faq,Are senior citizens eligible for legal aid?,"Yes, senior citizens are entitled to free legal aid under Section 12 of the Act."
faq,What should I do for: 34. can a person who is aggrieved by an order of a high court or the supreme court get free legal aid to file an appeal/ curative petition etc.??,Yes. One can apply for legal aid for challenging orders passed by the High Courts as well as the Supreme Court.
faq,Help me know about: 75.	Can a party invoke jurisdiction of any other Court or Statutory Forum/ Tribunal after filing an application before Permanent Lok Adalat (Public Utility Services) in the same dispute?,"No. After an application is made to the Permanent Lok Adalat, no party to that application shall invoke jurisdiction of any other Court in the same dispute."
faq,Legal guidance needed: 72.	How can one file an application before the Permanent Lok Adalats for Public Utility Services?,"An application can be filed before the Permanent Lok Adalats for Public Utility Services on a plain paper depicting the true and correct facts and the details of the person/Authority/public utility services provider against whom relief is claimed, on any working day. Such an application should however, be accompanied by supporting documents and copies to be furnished to the opposite party."
faq,Please explain: 73.	Is it compulsory for the parties to appear in person during a hearing in Permanent Lok Adalat for Public Utility Services?,"Yes.  The appearance of the parties in person is necessary at the time of conducting conciliation proceedings between the parties, but they may not be required to appear in person at the time of filing of applications for taking cognizance of case by Permanent Lok Adalat."
faq,How do I go about 30.what is the income parameter for grant of legal aid to a person??,"Based on Section 12 (h) of the Legal Services Authority Act,1987 and the prevailing State Regulation regarding grant of Legal Aid to a person having annual income less than a prescribed limit, a person may get free legal aid. Those persons who have annual income of less than the amount prescribed by the respective State Government, if the case is before any court other than the Supreme Court, and less than Rs. 5 Lakhs, if the case is before the Supreme Court, are eligible for free legal aid. The income ceiling limit as prescribed by different States/Union Territories is as under:S.NoS. No. States/Union Territories Income Ceiling Limit (Per Annum)Income Ceiling Limit (Per Annum)1.Andhra PradeshRs.3,00,000/-2.Arunachal PradeshRs.1,00,000/-3.AssamRs.3,00,000/-4.BiharRs.1,50,000/-5.ChhattisgarhRs. 1,50,000/-6.GoaRs.3,00,000/-7.GujaratRs.1,00,000/-8.HaryanaRs.3,00,000/-9.Himachal PradeshRs.3,00,000/-10.Jammu & KashmirRs.1,00,000/-11.JharkhandRs.3,00,00012.KarnatakaRs.3,00,00013.KeralaRs.300,00014.Madhya PradeshRs.1,00,00015.MaharashtraRs.3,00,00016.ManipurRs.3,00,00017.MeghalayaRs.1,00,00018.MizoramRs. 25,00019.NagalandRs.1,00,00020.OdishaRs.3,00,00021.PunjabRs.3,00,00022.RajasthanRs.3,00,00023.SikkimRs. 3,00,00024.TelanganaRs.1,00,00025.Tamil NaduRs.3,00,00026.TripuraRs. 1,50,00027.Uttar PradeshRs.1,00,00028.UttarakhandRs.3,00,00029.West BengalRs. 1,00,00030.Andaman & Nicobar IslandsRs.3,00,00031.Chandigarh UTRs.3,00,00032.Dadra & Nagar Haveli UTRs.15,00033.Daman & DiuRs.1,00,00034.DelhiGeneral –Rs. 3,00,000, Senior citizen- Rs. 4,00,000, Transgender – Rs. 4,00,00035.LakshadweepRs.9,00036.PuducherryRs.1,00,000As per Section 13(2) of the Legal Services Authorities Act, 1987, an affidavit made by a person as to his income is generally regarded as sufficient for making him/her eligible for the entitlement of legal services under the Act, unless the concerned Authority has reasons to question or disbelief such affidavit."
faq,What is the procedure for: 71.	whether a party in a pending case before a civil court/criminal court or a statutory forum may approach permanent lok adalats for adjudication of a case pertaining to a public utility services??,"No. A party to a dispute can only make an application to the Permanent Lok Adalats for Public Utility Services for settlement of dispute, before the dispute is brought before in any Court or Statutory Forum and not thereafter."
faq,What is the procedure for: 26. whether a person from other backward class (obc) is entitled to free legal aid like a person of the sc/ st community??,"No. He may only be entitled if he falls within the other categories mentioned in Section 12 of the Legal Services Authorities Act, 1987."
faq,What are the steps involved in 73.	is it compulsory for the parties to appear in person during a hearing in permanent lok adalat for public utility services??,"Yes.  The appearance of the parties in person is necessary at the time of conducting conciliation proceedings between the parties, but they may not be required to appear in person at the time of filing of applications for taking cognizance of case by Permanent Lok Adalat."
faq,What is the procedure for: 47.	can legal services institutions under the act provide assistance in accessing justice for victims of sexual harassment or assault??,"Yes. Legal Services Institutions are duty bound to provide legal aid to such categories of persons as well as per Section 12(c) of the Legal Services Authorities Act, 1987. Section 40 of the Protection of Children from Sexual Offences Act, 2012 also provides for the same. NALSA has also come up with a Scheme titled “Compensation Scheme for Women Victims/Survivors of Sexual Assault/other Crimes – 2018”, which has been used as a template by other States to formulate a Scheme for victim compensation. Victims of sexual crimes are paid compensation in terms of the prevailing schemes for victim compensation and the SLSAs are the disbursement authority for the compensation."
faq,"How do I go about 46.	can legal services institutions under the legal services authorities act, 1987, assist with matters related to family disputes and domestic violence??","Yes, even in matrimonial cases, legal aid is provided."
faq,28. Can persons avail of legal aid services at the time of production and remand hearings in magistrate courts?,"Yes, persons can avail of free legal aid services at the time of production and remand hearing in Magistrate Courts including the courts of Executive Magistrates."
faq,How do I go about 82.	what is mediation??,"Mediation is a non-binding negotiation process in which a neutral third person facilitates the parties to the dispute in arriving at a mutually acceptable settlement. The process is informal where the outcome of the dispute is controlled by the parties themselves. The entire process is confidential. Civil cases, matrimonial and family disputes are best suited for mediation."
faq,Can a woman get free legal aid?,"Yes, all women are entitled to free legal aid regardless of income."
faq,Legal guidance needed: 27. Can persons called for questioning at the Police Station or persons arrested by the Police avail free legal aid?,"Yes, as per NALSA’s Early Access to Justice at Pre-Arrest, Arrest and Remand framework, persons called for questioning i.e. suspects and persons arrested by the police can also avail free legal aid."
faq,What is Section 498A?,It protects women from cruelty by husband or relatives under Indian Penal Code.
faq,What is the procedure for: 21. are senior citizens eligible for free legal aid??,"Senior citizens’ eligibility for free legal aid depends on the rules framed by the respective State Governments in this regard. In Delhi for example, senior citizens are eligible for free legal aid subject to prescribed ceiling of annual income for senior citizens i.e. Rs. 4 lacs per annum. One may look into the specific State regulations on legal services to check eligibility."
faq,What is the procedure for: 17. whether a financially independent woman is eligible for free legal aid??,"Yes, a woman is entitled for free legal aid irrespective of her income or financial status. A woman is eligible to apply for free legal aid by virtue of Section 12(c) of the Legal Services Authorities Act, 1987."
faq,How do I go about 56.	what is the procedure adopted after a person submits an application for legal aid with the legal services institutions??,"Legal aid is provided to the entitled persons through legal services authorities existing from the National to Taluka levels including the NALSA, State Legal Services Authorities, District Legal Services Authorities, Taluka Legal Services Committees, Supreme Court Legal Services Committee and High Court Legal Services Committees. If, however, an application or request for legal aid is received by NALSA, NALSA forwards the same to the concerned Legal Services Institution. Once the application is submitted with the proper authority, it would be perused by the concerned Legal Services Institution as to what action is needed upon the same. The information about the next step on the application would then be sent to the parties concerned. The action taken on an application received would vary from providing counselling/advice to the parties, providing a lawyer to represent them in the court, etc."
faq,Legal guidance needed: 73.	Is it compulsory for the parties to appear in person during a hearing in Permanent Lok Adalat for Public Utility Services?,"Yes.  The appearance of the parties in person is necessary at the time of conducting conciliation proceedings between the parties, but they may not be required to appear in person at the time of filing of applications for taking cognizance of case by Permanent Lok Adalat."
faq,What is the procedure for: 41.	who provides legal aid??,"Legal aid providers include Panel Lawyers, Legal Aid Defence Counsels and Paralegal Volunteers, who are empanelled with the Legal Services Institutions. These persons are neither government lawyers/ agents or public servants."
faq,Can you help me with: 71.	Whether a party in a pending case before a Civil Court/Criminal Court or a Statutory Forum may approach Permanent Lok Adalats for adjudication of a case pertaining to a Public Utility Services??,"No. A party to a dispute can only make an application to the Permanent Lok Adalats for Public Utility Services for settlement of dispute, before the dispute is brought before in any Court or Statutory Forum and not thereafter."
